country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Ireland,IRL,2021-02-12,265237.0,175238.0,89999.0,4164.0,4924.0,5.37,3.55,1.82,997.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-13,268551.0,176926.0,91625.0,3314.0,4704.0,5.44,3.58,1.86,953.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-14,271942.0,180192.0,91750.0,3391.0,4494.0,5.51,3.65,1.86,910.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-15,280581.0,182193.0,98388.0,8639.0,5318.0,5.68,3.69,1.99,1077.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-16,293752.0,187893.0,105859.0,13171.0,6495.0,5.95,3.81,2.14,1315.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-17,310900.0,197609.0,113291.0,17148.0,7746.0,6.3,4.0,2.29,1569.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-18,326475.0,205955.0,120520.0,15575.0,9343.0,6.61,4.17,2.44,1892.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-19,340704.0,214384.0,126320.0,14229.0,10781.0,6.9,4.34,2.56,2183.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-20,350322.0,219899.0,130423.0,9618.0,11682.0,7.09,4.45,2.64,2366.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-21,353971.0,222073.0,131898.0,3649.0,11718.0,7.17,4.5,2.67,2373.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-22,359616.0,226291.0,133325.0,5645.0,11291.0,7.28,4.58,2.7,2287.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-23,373280.0,238841.0,134439.0,13664.0,11361.0,7.56,4.84,2.72,2301.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-24,391355.0,254948.0,136407.0,18075.0,11494.0,7.93,5.16,2.76,2328.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-25,409529.0,271594.0,137935.0,18174.0,11865.0,8.29,5.5,2.79,2403.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-26,426070.0,285780.0,140290.0,16541.0,12195.0,8.63,5.79,2.84,2470.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-27,435895.0,294550.0,141345.0,9825.0,12225.0,8.83,5.97,2.86,2476.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-02-28,439782.0,297899.0,141883.0,3887.0,12259.0,8.91,6.03,2.87,2483.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-01,446474.0,303550.0,142924.0,6692.0,12408.0,9.04,6.15,2.89,2513.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-02,460637.0,316056.0,144581.0,14163.0,12480.0,9.33,6.4,2.93,2527.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-03,,,,,12271.0,,,,2485.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-04,493873.0,346256.0,147617.0,,12049.0,10.0,7.01,2.99,2440.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-05,513322.0,363601.0,149721.0,19449.0,12465.0,10.4,7.36,3.03,2524.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-06,523069.0,373149.0,149920.0,9747.0,12453.0,10.59,7.56,3.04,2522.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-07,525768.0,375521.0,150247.0,2699.0,12284.0,10.65,7.61,3.04,2488.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-08,536617.0,382528.0,154089.0,10849.0,12878.0,10.87,7.75,3.12,2608.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-09,553161.0,396089.0,157072.0,16544.0,13218.0,11.2,8.02,3.18,2677.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2021-03-10,570391.0,409662.0,160729.0,17230.0,13305.0,11.55,8.3,3.26,2695.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Isle of Man,IMN,2021-01-21,3558.0,,,,,4.18,,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-22,3648.0,,,90.0,90.0,4.29,,,1058.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-23,,,,,138.0,,,,1623.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-24,,,,,155.0,,,,1823.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-25,4209.0,3897.0,312.0,,163.0,4.95,4.58,0.37,1917.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-26,4886.0,4247.0,639.0,677.0,266.0,5.75,4.99,0.75,3128.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-27,5587.0,4550.0,1037.0,701.0,338.0,6.57,5.35,1.22,3975.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-28,6281.0,5243.0,1038.0,694.0,389.0,7.39,6.17,1.22,4575.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-29,6859.0,5829.0,1030.0,578.0,459.0,8.07,6.86,1.21,5398.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-30,,,,,484.0,,,,5692.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-01-31,,,,,508.0,,,,5974.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-01,,,,,533.0,,,,6268.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-02,8302.0,6883.0,1419.0,,488.0,9.76,8.09,1.67,5739.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-03,9563.0,7387.0,2176.0,1261.0,568.0,11.25,8.69,2.56,6680.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-04,10213.0,8030.0,2183.0,650.0,562.0,12.01,9.44,2.57,6609.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-05,10224.0,8041.0,2183.0,11.0,481.0,12.02,9.46,2.57,5657.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-06,10852.0,8669.0,2183.0,628.0,519.0,12.76,10.19,2.57,6104.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-07,11247.0,9063.0,2184.0,395.0,524.0,13.23,10.66,2.57,6162.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-08,11654.0,9466.0,2188.0,407.0,530.0,13.71,11.13,2.57,6233.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-09,12026.0,9469.0,2557.0,372.0,532.0,14.14,11.14,3.01,6256.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-10,12441.0,9485.0,2956.0,415.0,411.0,14.63,11.15,3.48,4833.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-11,12816.0,9488.0,3328.0,375.0,372.0,15.07,11.16,3.91,4375.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-12,12817.0,9489.0,3328.0,1.0,370.0,15.07,11.16,3.91,4351.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-13,13497.0,10170.0,3327.0,680.0,378.0,15.87,11.96,3.91,4445.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-14,13733.0,10405.0,3328.0,236.0,355.0,16.15,12.24,3.91,4175.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-15,,,,,336.0,,,,3951.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-16,14272.0,10678.0,3594.0,,321.0,16.78,12.56,4.23,3775.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-17,14806.0,10949.0,3857.0,534.0,338.0,17.41,12.88,4.54,3975.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-18,15294.0,11184.0,4110.0,488.0,354.0,17.99,13.15,4.83,4163.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-19,17150.0,12467.0,4683.0,1856.0,619.0,20.17,14.66,5.51,7280.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-20,17180.0,12468.0,4712.0,30.0,526.0,20.2,14.66,5.54,6186.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-21,17499.0,12766.0,4733.0,319.0,538.0,20.58,15.01,5.57,6327.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-22,17807.0,13075.0,4732.0,308.0,544.0,20.94,15.38,5.56,6398.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-23,18041.0,13077.0,4964.0,234.0,538.0,21.22,15.38,5.84,6327.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-24,18323.0,13122.0,5201.0,282.0,502.0,21.55,15.43,6.12,5904.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-25,18795.0,13286.0,5509.0,472.0,500.0,22.1,15.62,6.48,5880.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-26,19884.0,13600.0,6284.0,1089.0,391.0,23.38,15.99,7.39,4598.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-27,20831.0,13883.0,6948.0,947.0,522.0,24.5,16.33,8.17,6139.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-02-28,21452.0,14123.0,7329.0,621.0,565.0,25.23,16.61,8.62,6645.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-01,21998.0,14316.0,7682.0,546.0,599.0,25.87,16.84,9.03,7044.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-02,22785.0,15084.0,7701.0,787.0,678.0,26.8,17.74,9.06,7973.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-03,23429.0,15719.0,7710.0,644.0,729.0,27.55,18.49,9.07,8573.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-04,23438.0,15727.0,7711.0,9.0,663.0,27.56,18.5,9.07,7797.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-05,23883.0,15792.0,8091.0,445.0,571.0,28.09,18.57,9.52,6715.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-06,24309.0,15824.0,8485.0,426.0,497.0,28.59,18.61,9.98,5845.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-07,24798.0,15832.0,8966.0,489.0,478.0,29.16,18.62,10.54,5621.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-08,25086.0,15833.0,9253.0,288.0,441.0,29.5,18.62,10.88,5186.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-09,26172.0,16910.0,9262.0,1086.0,484.0,30.78,19.89,10.89,5692.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-10,27326.0,18043.0,9283.0,1154.0,557.0,32.14,21.22,10.92,6550.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-11,28431.0,19138.0,9293.0,1105.0,713.0,33.44,22.51,10.93,8385.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-12,29794.0,19885.0,9909.0,1363.0,844.0,35.04,23.39,11.65,9926.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Isle of Man,IMN,2021-03-13,31026.0,19926.0,11100.0,1232.0,960.0,36.49,23.43,13.05,11290.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Isle of Man Government,https://covid19.gov.im/general-information/covid-19-vaccination-statistics/
Israel,ISR,2020-12-19,63.0,63.0,,,,0.0,0.0,,,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-20,7433.0,7433.0,,7370.0,7370.0,0.09,0.09,,851.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-21,32326.0,32326.0,,24893.0,16132.0,0.37,0.37,,1864.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-22,76985.0,76985.0,,44659.0,25641.0,0.89,0.89,,2962.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-23,139978.0,139978.0,,62993.0,34979.0,1.62,1.62,,4041.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-24,213589.0,213589.0,,73611.0,42705.0,2.47,2.47,,4934.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-25,252353.0,252353.0,,38764.0,42048.0,2.92,2.92,,4858.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-26,285229.0,285229.0,,32876.0,40738.0,3.3,3.3,,4707.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-27,390357.0,390357.0,,105128.0,54703.0,4.51,4.51,,6320.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-28,526317.0,526317.0,,135960.0,70570.0,6.08,6.08,,8153.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-29,683732.0,683732.0,,157415.0,86678.0,7.9,7.9,,10014.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-30,838069.0,838069.0,,154337.0,99727.0,9.68,9.68,,11522.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2020-12-31,997754.0,997754.0,,159685.0,112024.0,11.53,11.53,,12942.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-01,1069913.0,1069913.0,,72159.0,116794.0,12.36,12.36,,13494.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-02,1142348.0,1142348.0,,72435.0,122446.0,13.2,13.2,,14147.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-03,1293399.0,1293399.0,,151051.0,129006.0,14.94,14.94,,14904.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-04,1446574.0,1446572.0,2.0,153175.0,131465.0,16.71,16.71,0.0,15189.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-05,1573364.0,1573362.0,2.0,126790.0,127090.0,18.18,18.18,0.0,14683.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-06,1678217.0,1678215.0,2.0,104853.0,120021.0,19.39,19.39,0.0,13866.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-07,1795695.0,1795690.0,5.0,117478.0,113992.0,20.75,20.75,0.0,13170.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-08,1862849.0,1862841.0,8.0,67154.0,113277.0,21.52,21.52,0.0,13087.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-09,1907869.0,1907839.0,30.0,45020.0,109360.0,22.04,22.04,0.0,12635.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-10,1951987.0,1945974.0,6013.0,44118.0,94084.0,22.55,22.48,0.07,10870.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-11,1992664.0,1967412.0,25252.0,40677.0,78013.0,23.02,22.73,0.29,9013.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-12,2052595.0,1991687.0,60908.0,59931.0,68462.0,23.71,23.01,0.7,7910.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-13,2161995.0,2044153.0,117842.0,109400.0,69111.0,24.98,23.62,1.36,7985.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-14,2287736.0,2100971.0,186765.0,125741.0,70292.0,26.43,24.27,2.16,8121.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-15,2354878.0,2131975.0,222903.0,67142.0,70290.0,27.21,24.63,2.58,8121.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-16,2410788.0,2161679.0,249109.0,55910.0,71846.0,27.85,24.97,2.88,8301.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-17,2563790.0,2230064.0,333726.0,153002.0,87400.0,29.62,25.76,3.86,10098.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-18,2753341.0,2299531.0,453810.0,189551.0,108668.0,31.81,26.57,5.24,12555.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-19,2963308.0,2372101.0,591207.0,209967.0,130102.0,34.24,27.41,6.83,15031.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-20,3183069.0,2448585.0,734484.0,219761.0,145868.0,36.77,28.29,8.49,16853.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-21,3416342.0,2518106.0,898236.0,233273.0,161229.0,39.47,29.09,10.38,18627.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-22,3524889.0,2555800.0,969089.0,108547.0,167144.0,40.72,29.53,11.2,19311.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-23,3618130.0,2595606.0,1022524.0,93241.0,172477.0,41.8,29.99,11.81,19927.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-24,3827240.0,2664493.0,1162747.0,209110.0,180493.0,44.22,30.78,13.43,20853.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-25,4046952.0,2745169.0,1301783.0,219712.0,184802.0,46.76,31.72,15.04,21351.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-26,4251310.0,2823608.0,1427702.0,204358.0,184000.0,49.12,32.62,16.49,21258.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-27,4453490.0,2901226.0,1552264.0,202180.0,181489.0,51.45,33.52,17.93,20968.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-28,4662981.0,2980563.0,1682418.0,209491.0,178091.0,53.87,34.44,19.44,20575.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
Israel,ISR,2021-01-29,4764027.0,3017057.0,1746970.0,101046.0,177020.0,55.04,34.86,20.18,20452.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
